75,Graveler,Rock,Ground,390,55,95,115,45,45,35,False
76,Golem,Rock,Ground,495,80,120,130,55,65,45,False
77,Ponyta,Fire,Fire,410,50,85,55,65,65,90,False
78,Rapidash,Fire,Fire,500,65,100,70,80,80,105,False
79,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,False
80,Slowbro,Water,Psychic,490,95,75,110,100,80,30,False
80,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,False
81,Magnemite,Electric,Steel,325,25,35,70,95,55,45,False
82,Magneton,Electric,Steel,465,50,60,95,120,70,70,False
83,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,False
84,Doduo,Normal,Flying,310,35,85,45,35,35,75,False
85,Dodrio,Normal,Flying,460,60,110,70,60,60,100,False
86,Seel,Water,Water,325,65,45,55,45,70,45,False
87,Dewgong,Water,Ice,475,90,70,80,70,95,70,False
88,Grimer,Poison,Poison,325,80,80,50,40,50,25,False
89,Muk,Poison,Poison,500,105,105,75,65,100,50,False
90,Shellder,Water,Water,305,30,65,100,45,25,40,False
91,Cloyster,Water,Ice,525,50,95,180,85,45,70,False
92,Gastly,Ghost,Poison,310,30,35,30,100,35,80,False
93,Haunter,Ghost,Poison,405,45,50,45,115,55,95,False
94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,False
94,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,False
95,Onix,Rock,Ground,385,35,45,160,30,45,70,False
96,Drowzee,Psychic,Psychic,328,60,48,45,43,90,42,False
97,Hypno,Psychic,Psychic,483,85,73,70,73,115,67,False
98,Krabby,Water,Water,325,30,105,90,25,25,50,False
99,Kingler,Water,Water,475,55,130,115,50,50,75,False
100,Voltorb,Electric,Electric,330,40,30,50,55,55,100,False
101,Electrode,Electric,Electric,480,60,50,70,80,80,140,False
102,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,False
103,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,False
104,Cubone,Ground,Ground,320,50,50,95,40,50,35,False
105,Marowak,Ground,Ground,425,60,80,110,50,80,45,False
106,Hitmonlee,Fighting,Fighting,455,50,120,53,35,110,87,False
107,Hitmonchan,Fighting,Fighting,455,50,105,79,35,110,76,False
108,Lickitung,Normal,Normal,385,90,55,75,60,75,30,False
109,Koffing,Poison,Poison,340,40,65,95,60,45,35,False
110,Weezing,Poison,Poison,490,65,90,120,85,70,60,False
111,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,False
112,Rhydon,Ground,Rock,485,105,130,120,45,45,40,False
113,Chansey,Normal,Normal,450,250,5,5,35,105,50,False
114,Tangela,Grass,Grass,435,65,55,115,100,40,60,False
115,Kangaskhan,Normal,Normal,490,105,95,80,40,80,90,False
115,KangaskhanMega Kangaskhan,Normal,Normal,590,105,125,100,60,100,100,False
116,Horsea,Water,Water,295,30,40,70,70,25,60,False
117,Seadra,Water,Water,440,55,65,95,95,45,85,False
118,Goldeen,Water,Water,320,45,67,60,35,50,63,False
119,Seaking,Water,Water,450,80,92,65,65,80,68,False
120,Staryu,Water,Water,340,30,45,55,70,55,85,False
121,Starmie,Water,Psychic,520,60,75,85,100,85,115,False
122,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,False
123,Scyther,Bug,Flying,500,70,110,80,55,80,105,False
124,Jynx,Ice,Psychic,455,65,50,35,115,95,95,False
125,Electabuzz,Electric,Electric,490,65,83,57,95,85,105,False
126,Magmar,Fire,Fire,495,65,95,57,100,85,93,False
127,Pinsir,Bug,Bug,500,65,125,100,55,70,85,False
127,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,False
128,Tauros,Normal,Normal,490,75,100,95,40,70,110,False
129,Magikarp,Water,Water,200,20,10,55,15,20,80,False
130,Gyarados,Water,Flying,540,95,125,79,60,100,81,False
130,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,False
131,Lapras,Water,Ice,535,130,85,80,85,95,60,False
132,Ditto,Normal,Normal,288,48,48,48,48,48,48,False
133,Eevee,Normal,Normal,325,55,55,50,45,65,55,False
134,Vaporeon,Water,Water,525,130,65,60,110,95,65,False
135,Jolteon,Electric,Electric,525,65,65,60,110,95,130,False
136,Flareon,Fire,Fire,525,65,130,60,95,110,65,False
137,Porygon,Normal,Normal,395,65,60,70,85,75,40,False
138,Omanyte,Rock,Water,355,35,40,100,90,55,35,False
139,Omastar,Rock,Water,495,70,60,125,115,70,55,False
140,Kabuto,Rock,Water,355,30,80,90,55,45,55,False
141,Kabutops,Rock,Water,495,60,115,105,65,70,80,False
142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,False
143,Snorlax,Normal,Normal,540,160,110,65,65,110,30,False
144,Articuno,Ice,Flying,580,90,85,100,95,125,85,True
145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,True
146,Moltres,Fire,Flying,580,90,100,90,125,85,90,True
147,Dratini,Dragon,Dragon,300,41,64,45,50,50,50,False
148,Dragonair,Dragon,Dragon,420,61,84,65,70,70,70,False
149,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,False
150,Mewtwo,Psychic,Psychic,680,106,110,90,154,90,130,True
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,True
150,MewtwoMega Mewtwo Y,Psychic,Psychic,780,106,150,70,194,120,140,True
151,Mew,Psychic,Psychic,600,100,100,100,100,100,100,False
152,Chikorita,Grass,Grass,318,45,49,65,49,65,45,False
153,Bayleef,Grass,Grass,405,60,62,80,63,80,60,False
154,Meganium,Grass,Grass,525,80,82,100,83,100,80,False
155,Cyndaquil,Fire,Fire,309,39,52,43,60,50,65,False
156,Quilava,Fire,Fire,405,58,64,58,80,65,80,False
157,Typhlosion,Fire,Fire,534,78,84,78,109,85,100,False
158,Totodile,Water,Water,314,50,65,64,44,48,43,False
159,Croconaw,Water,Water,405,65,80,80,59,63,58,False
160,Feraligatr,Water,Water,530,85,105,100,79,83,78,False
161,Sentret,Normal,Normal,215,35,46,34,35,45,20,False
162,Furret,Normal,Normal,415,85,76,64,45,55,90,False
163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50,False
164,Noctowl,Normal,Flying,442,100,50,50,76,96,70,False
165,Ledyba,Bug,Flying,265,40,20,30,40,80,55,False
166,Ledian,Bug,Flying,390,55,35,50,55,110,85,False
167,Spinarak,Bug,Poison,250,40,60,40,40,40,30,False
168,Ariados,Bug,Poison,390,70,90,70,60,60,40,False
169,Crobat,Poison,Flying,535,85,90,80,70,80,130,False
170,Chinchou,Water,Electric,330,75,38,38,56,56,67,False
171,Lanturn,Water,Electric,460,125,58,58,76,76,67,False
172,Pichu,Electric,Electric,205,20,40,15,35,35,60,False
173,Cleffa,Fairy,Fairy,218,50,25,28,45,55,15,False
174,Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,False
175,Togepi,Fairy,Fairy,245,35,20,65,40,65,20,False
176,Togetic,Fairy,Flying,405,55,40,85,80,105,40,False
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,False
178,Xatu,Psychic,Flying,470,65,75,70,95,70,95,False
179,Mareep,Electric,Electric,280,55,40,40,65,45,35,False
180,Flaaffy,Electric,Electric,365,70,55,55,80,60,45,False
181,Ampharos,Electric,Electric,510,90,75,85,115,90,55,False
181,AmpharosMega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,False
182,Bellossom,Grass,Grass,490,75,80,95,90,100,50,False
183,Marill,Water,Fairy,250,70,20,50,20,50,40,False
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,False
185,Sudowoodo,Rock,Rock,410,70,100,115,30,65,30,False
186,Politoed,Water,Water,500,90,75,75,90,100,70,False
187,Hoppip,Grass,Flying,250,35,35,40,35,55,50,False
188,Skiploom,Grass,Flying,340,55,45,50,45,65,80,False
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,False
190,Aipom,Normal,Normal,360,55,70,55,40,55,85,False
191,Sunkern,Grass,Grass,180,30,30,30,30,30,30,False
192,Sunflora,Grass,Grass,425,75,75,55,105,85,30,False
193,Yanma,Bug,Flying,390,65,65,45,75,45,95,False
194,Wooper,Water,Ground,210,55,45,45,25,25,15,False
195,Quagsire,Water,Ground,430,95,85,85,65,65,35,False
196,Espeon,Psychic,Psychic,525,65,65,60,130,95,110,False
197,Umbreon,Dark,Dark,525,95,65,110,60,130,65,False
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,False
199,Slowking,Water,Psychic,490,95,75,80,100,110,30,False
200,Misdreavus,Ghost,Ghost,435,60,60,60,85,85,85,False
201,Unown,Psychic,Psychic,336,48,72,48,72,48,48,False
202,Wobbuffet,Psychic,Psychic,405,190,33,58,33,58,33,False
203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,False
204,Pineco,Bug,Bug,290,50,65,90,35,35,15,False
205,Forretress,Bug,Steel,465,75,90,140,60,60,40,False
206,Dunsparce,Normal,Normal,415,100,70,70,65,65,45,False
207,Gligar,Ground,Flying,430,65,75,105,35,65,85,False
208,Steelix,Steel,Ground,510,75,85,200,55,65,30,False
208,SteelixMega Steelix,Steel,Ground,610,75,125,230,55,95,30,False
209,Snubbull,Fairy,Fairy,300,60,80,50,40,40,30,False
210,Granbull,Fairy,Fairy,450,90,120,75,60,60,45,False
211,Qwilfish,Water,Poison,430,65,95,75,55,55,85,False
212,Scizor,Bug,Steel,500,70,130,100,55,80,65,False
212,ScizorMega Scizor,Bug,Steel,600,70,150,140,65,100,75,False
213,Shuckle,Bug,Rock,505,20,10,230,10,230,5,False
214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,False
214,HeracrossMega Heracross,Bug,Fighting,600,80,185,115,40,105,75,False
215,Sneasel,Dark,Ice,430,55,95,55,35,75,115,False
216,Teddiursa,Normal,Normal,330,60,80,50,50,50,40,False
217,Ursaring,Normal,Normal,500,90,130,75,75,75,55,False
218,Slugma,Fire,Fire,250,40,40,40,70,40,20,False
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,False
220,Swinub,Ice,Ground,250,50,50,40,30,30,50,False
221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,False
222,Corsola,Water,Rock,380,55,55,85,65,85,35,False
223,Remoraid,Water,Water,300,35,65,35,65,35,65,False
224,Octillery,Water,Water,480,75,105,75,105,75,45,False
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,False
226,Mantine,Water,Flying,465,65,40,70,80,140,70,False
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,False
228,Houndour,Dark,Fire,330,45,60,30,80,50,65,False
229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,False
229,HoundoomMega Houndoom,Dark,Fire,600,75,90,90,140,90,115,False
230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,False
231,Phanpy,Ground,Ground,330,90,60,60,40,40,40,False
232,Donphan,Ground,Ground,500,90,120,120,60,60,50,False
233,Porygon2,Normal,Normal,515,85,80,90,105,95,60,False
234,Stantler,Normal,Normal,465,73,95,62,85,65,85,False
235,Smeargle,Normal,Normal,250,55,20,35,20,45,75,False
236,Tyrogue,Fighting,Fighting,210,35,35,35,35,35,35,False
237,Hitmontop,Fighting,Fighting,455,50,95,95,35,110,70,False
238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,False
239,Elekid,Electric,Electric,360,45,63,37,65,55,95,False
240,Magby,Fire,Fire,365,45,75,37,70,55,83,False
241,Miltank,Normal,Normal,490,95,80,105,40,70,100,False
242,Blissey,Normal,Normal,540,255,10,10,75,135,55,False
243,Raikou,Electric,Electric,580,90,85,75,115,100,115,True
244,Entei,Fire,Fire,580,115,115,85,90,75,100,True
245,Suicune,Water,Water,580,100,75,115,90,115,85,True
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,False
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,False
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,False
248,TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,False
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,True
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,True
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,False
